"drugId"|"foodInteractionDescription"
"DB15035"|"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of zanubrutinib. Dose adjustment may be necessary if coadministered. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of zanubrutinib. Take with a full glass of water. Take with or without food. Food does not significantly affect drug concentrations."
"DB15036"|""
"DB15037"|""
"DB15038"|""
"DB15039"|""
"DB15040"|""
"DB15041"|""
"DB15042"|""
"DB15043"|""
"DB15044"|""
"DB15045"|""
"DB15046"|""
"DB15047"|""
"DB15048"|""
"DB15049"|""
"DB15050"|""
"DB15051"|""
"DB15052"|""
"DB15053"|""
"DB15054"|""
"DB15055"|""
"DB15056"|""
"DB15057"|""
"DB15058"|""
"DB15059"|""
"DB15061"|""
"DB15062"|""
"DB15063"|""
"DB15064"|""
"DB15065"|""
"DB15066"|""
"DB15067"|""
"DB15068"|""
"DB15069"|""
"DB15070"|""
"DB15071"|""
"DB15072"|""
"DB15073"|""
"DB15074"|""
"DB15075"|""
"DB15076"|""
"DB15077"|""
"DB15078"|""
"DB15079"|""
"DB15080"|""
"DB15081"|""
"DB15082"|""
"DB15083"|""
"DB15084"|""
"DB15085"|""
"DB15086"|""
"DB15087"|""
"DB15088"|""
"DB15089"|""
"DB15090"|""
"DB15091"|"Avoid grapefruit products. Upadacitinib exposure is increased when a strong CYP3A4 inhibitor such as grapefruit is used, which may increase the risk for drug-related adverse events. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of upadacitinib. Take with or without food. Food does not significantly affect drug concentrations."
"DB15092"|""
"DB15093"|""
"DB15094"|""
"DB15095"|""
"DB15096"|""
"DB15097"|"Take with or without food. The administration of gefapixant with food does not result in clinically significant differences in its pharmacokinetics."
"DB15098"|""
"DB15099"|""
"DB15100"|""
"DB15101"|""
"DB15102"|"Avoid grapefruit products. Grapefruit may increase drug levels and adverse effects. Take at the same time every day. Take with or without food. A high-fat or high-calorie meal does not have clinically significant effects on drug concentrations."
"DB15104"|""
"DB15105"|""
"DB15106"|""
"DB15107"|""
"DB15108"|""
"DB15109"|""
"DB15110"|""
"DB15111"|""
"DB15112"|""
"DB15113"|""
"DB15114"|"Take with food. Prescribing information for vamorolone states that it should preferably be administered with food."
"DB15115"|""
"DB15116"|""
"DB15117"|""
"DB15118"|""
"DB15119"|""
"DB15120"|""
"DB15121"|""
"DB15122"|""
"DB15123"|""
"DB15124"|""
"DB15125"|""
"DB15126"|""
"DB15127"|""
"DB15128"|""
"DB15129"|""
"DB15130"|""
"DB15131"|""
"DB15132"|""
"DB15133"|"Take with food. Co-administration with a meal improves the absorption of tepotinib."
"DB15134"|""
"DB15135"|""
"DB15136"|""
"DB15137"|""
"DB15138"|""
"DB15139"|""
"DB15140"|""
"DB15141"|""
"DB15143"|""
"DB15144"|""
"DB15145"|""
"DB15146"|""
"DB15147"|""
"DB15148"|""
"DB15149"|"Take at the same time every day. Take with or without food. A high-fat and high-calorie meal decreases drug exposure, but not to a clinically significant extent."
"DB15150"|""
"DB15151"|""
"DB15152"|""
"DB15153"|""
"DB15154"|""
"DB15155"|""
"DB15156"|""
"DB15157"|""
"DB15158"|""
"DB15159"|""
"DB15160"|""
"DB15161"|""
"DB15162"|""
"DB15163"|""
"DB15164"|""
"DB15165"|""
"DB15166"|""
"DB15167"|""
"DB15168"|""
"DB15169"|""
"DB15170"|""
"DB15171"|"Take with or without food. Food has no clinically significant effects on drug exposure."
"DB15172"|""
"DB15173"|""
"DB15175"|""
"DB15176"|""
"DB15177"|""
"DB15178"|""
"DB15180"|""
"DB15182"|""
"DB15183"|""
"DB15185"|""
"DB15186"|""
"DB15187"|""
"DB15188"|""
"DB15189"|""
"DB15190"|""
"DB15191"|""
"DB15192"|""
"DB15193"|""
"DB15194"|""
"DB15195"|""
"DB15197"|""
"DB15198"|""
"DB15199"|""
"DB15200"|""
"DB15201"|""
"DB15202"|""
"DB15203"|""
"DB15204"|""
"DB15205"|""
"DB15206"|""
"DB15207"|""
"DB15208"|""
"DB15209"|""
"DB15210"|""
"DB15211"|""
"DB15212"|""
"DB15213"|""
"DB15214"|""
"DB15215"|""
"DB15216"|""
"DB15217"|""
"DB15218"|""
"DB15219"|""
"DB15220"|""
"DB15221"|""
"DB15222"|""
"DB15223"|""
"DB15224"|""
"DB15225"|""
"DB15226"|""
"DB15227"|""
"DB15228"|""
"DB15229"|""
"DB15230"|""
"DB15231"|""
"DB15232"|""
"DB15233"|"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of avapritinib. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of avapritinib. Take on an empty stomach. Take more than 1 hour before or 2 hours after a meal."
"DB15234"|""
"DB15235"|""
"DB15236"|""
"DB15237"|""
"DB15238"|""
"DB15239"|""
"DB15240"|""
"DB15241"|""
"DB15242"|""
"DB15243"|""
"DB15244"|""
"DB15245"|""
"DB15246"|""
"DB15247"|""
"DB15248"|""
"DB15249"|""
"DB15250"|""
"DB15251"|""
"DB15252"|""
"DB15253"|""
"DB15254"|""
"DB15256"|""
"DB15257"|""
"DB15258"|""
"DB15259"|""
"DB15260"|""
"DB15261"|""
"DB15262"|""
"DB15263"|""
"DB15264"|""
"DB15265"|""
"DB15266"|""
"DB15267"|""
"DB15268"|""
"DB15269"|""
"DB15270"|""
"DB15271"|""
"DB15272"|""
"DB15273"|""
"DB15274"|""
"DB15275"|""
"DB15276"|""
"DB15277"|""
"DB15278"|""
"DB15279"|""
"DB15280"|""
"DB15281"|""
"DB15282"|""
"DB15283"|""
"DB15284"|""
"DB15285"|""
"DB15286"|""
"DB15287"|""
"DB15288"|""
"DB15289"|""
"DB15290"|""
"DB15291"|""
"DB15292"|""
"DB15293"|""
"DB15294"|""
"DB15295"|""
"DB15296"|""
"DB15297"|""
"DB15298"|""
"DB15299"|""
"DB15300"|""
"DB15301"|""
"DB15302"|""
"DB15303"|""
"DB15304"|""
"DB15305"|"Take after a meal. Take at the same time every day."
"DB15306"|""
"DB15307"|""
"DB15308"|""
"DB15309"|""
"DB15310"|""
"DB15311"|""
"DB15312"|""
"DB15313"|""
"DB15314"|""
"DB15315"|""
"DB15316"|""
"DB15317"|""
"DB15318"|""
"DB15319"|""
"DB15321"|""
"DB15322"|""
"DB15323"|""
"DB15324"|""
"DB15325"|""
"DB15326"|""
"DB15327"|""
"DB15328"|"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ubrogepant. Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
"DB15329"|""
"DB15330"|""
"DB15331"|""
"DB15332"|""
"DB15333"|""
"DB15334"|""
"DB15335"|""
"DB15336"|""
"DB15338"|""
"DB15339"|""
"DB15340"|""
"DB15341"|""
"DB15342"|""
"DB15343"|""
"DB15344"|""
"DB15345"|""
"DB15346"|""
"DB15347"|""
"DB15348"|""
"DB15349"|""
"DB15350"|""
"DB15351"|""
"DB15352"|""
"DB15353"|""
"DB15354"|""
"DB15355"|""
"DB15356"|""
"DB15357"|""
"DB15358"|""
"DB15359"|""
"DB15360"|""
"DB15361"|""
"DB15362"|""
"DB15363"|""
"DB15365"|""
"DB15366"|""
"DB15367"|""
"DB15368"|""
"DB15369"|""
"DB15370"|""
"DB15371"|""
"DB15372"|""
"DB15373"|""
"DB15374"|""
"DB15375"|""
"DB15376"|""
"DB15377"|""
"DB15378"|""
"DB15379"|""
"DB15380"|""
"DB15381"|""
"DB15382"|""
"DB15383"|""
"DB15384"|""
"DB15385"|""
"DB15386"|""
"DB15387"|""
"DB15388"|""
"DB15389"|""
"DB15390"|""
"DB15391"|""
"DB15392"|""
"DB15393"|""
"DB15394"|""
"DB15395"|""
"DB15396"|""
"DB15397"|""
"DB15398"|""
"DB15399"|""
"DB15400"|""
"DB15401"|""
"DB15402"|""
"DB15403"|""
"DB15404"|""
"DB15405"|""
"DB15406"|""
"DB15407"|""
"DB15408"|""
"DB15409"|""
"DB15410"|""
"DB15411"|""
"DB15412"|""
"DB15413"|""
"DB15414"|""
"DB15415"|""
"DB15416"|""
"DB15417"|""
"DB15418"|""
"DB15419"|""
"DB15420"|""
"DB15421"|""
"DB15422"|""
"DB15423"|""
"DB15424"|""
"DB15425"|""
"DB15426"|""
"DB15427"|""
"DB15428"|""
"DB15429"|""
"DB15430"|""
"DB15431"|""
"DB15432"|""
"DB15433"|""
"DB15434"|""
"DB15435"|""
"DB15436"|""
"DB15437"|""
"DB15438"|""
"DB15439"|""
"DB15440"|""
"DB15441"|""
"DB15442"|""
"DB15443"|""
"DB15444"|"Avoid grapefruit products. Co-administration of grapefruit can inhibit elexacaftor metabolism and increase serum concentrations. Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of elexacaftor. Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter."
"DB15445"|""
"DB15446"|""
"DB15447"|""
"DB15448"|""
"DB15449"|""
"DB15450"|""
"DB15451"|""
"DB15452"|""
"DB15453"|""
"DB15455"|""
"DB15456"|"Take with food. Administration with food has been shown to reduce pharmacokinetic variability and significantly improve absorption."
"DB15457"|""
"DB15458"|""
"DB15460"|""
"DB15461"|""
"DB15462"|""
"DB15463"|"Take with or without food. The administration of food with belzutifan has no clinically meaningful effect on its disposition."
"DB15464"|""
"DB15465"|"Avoid alcohol. Ingesting alcohol may increase the CNS depressive effects of benzhydrocodone. Apadaz also contains acetaminophen, which, when combined with alcohol, may increase the risk of hepatotoxicity. Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
"DB15466"|""
"DB15467"|""
"DB15468"|""
"DB15469"|""
"DB15470"|""
"DB15471"|""
"DB15472"|""
"DB15473"|""
"DB15474"|""
"DB15475"|""
"DB15476"|""
"DB15477"|""
"DB15478"|""
"DB15479"|""
"DB15480"|""
"DB15481"|""
"DB15482"|""
"DB15483"|""
"DB15484"|""
"DB15485"|""
"DB15486"|""
"DB15487"|""
"DB15488"|""
"DB15489"|""
"DB15490"|"Take with a high fat meal. C<sub>max</sub> and AUC<sub>last</sub> increased by approximately 4.3 and 2 fold respectively with a high fat meal."
"DB15491"|""
"DB15492"|""
"DB15493"|""
"DB15494"|""
"DB15495"|""
"DB15496"|""
"DB15497"|""
"DB15498"|""
"DB15499"|""
"DB15500"|""
"DB15501"|""
"DB15502"|""
"DB15503"|""
"DB15504"|""
"DB15505"|""
"DB15506"|""
"DB15507"|""
"DB15508"|""
"DB15509"|""
"DB15510"|""
"DB15511"|""
"DB15512"|""
"DB15513"|""
"DB15514"|""
"DB15515"|""
"DB15516"|""
"DB15517"|""
"DB15518"|""
"DB15519"|""
"DB15520"|""
"DB15521"|""
"DB15522"|""
"DB15523"|""
"DB15524"|""
"DB15525"|""
"DB15526"|""
"DB15527"|""
"DB15528"|""
"DB15529"|""
"DB15530"|""
"DB15531"|""
"DB15532"|""
"DB15533"|""
"DB15534"|""
"DB15535"|""
"DB15536"|""
"DB15537"|""
"DB15538"|""
"DB15539"|""
"DB15540"|""
"DB15541"|""
"DB15542"|""
"DB15543"|""
"DB15544"|""
"DB15545"|""
"DB15546"|""
"DB15547"|""
"DB15548"|""
"DB15549"|""
"DB15550"|""
"DB15551"|""
"DB15552"|""
"DB15553"|""
"DB15554"|""
"DB15555"|""
"DB15556"|""
"DB15557"|""
"DB15558"|""
"DB15559"|""
"DB15560"|""
"DB15561"|"Avoid alcohol. It is recommended that patients abstain from consuming alcohol for at least one year after administration of this medicinal product and, thereafter limit alcohol use."
"DB15562"|""
"DB15563"|""
"DB15564"|""
"DB15565"|""
"DB15566"|"Avoid excessive or chronic alcohol consumption. Alcohol may cause gastric irritation. Take with food. Food reduces gastrointestinal irritation."
"DB15567"|""
"DB15568"|"Take with or without food. High-fat and high-calorie meals do not have a clinically significant effect on adagrasib pharmacokinetics."
"DB15569"|"Avoid antacids. If coadministration cannot be avoided, take sotorasib 4 hours before or 10 hours after antacids. Take with or without food. Taking sotorasib with a high fat, high calorie meal increases total exposure to sotorasib by 25%."
"DB15570"|""
"DB15571"|""
"DB15572"|""
"DB15573"|""
"DB15574"|""
"DB15575"|""
"DB15576"|""
"DB15578"|""
"DB15579"|""
"DB15580"|""
"DB15581"|""
"DB15582"|""
"DB15583"|""
"DB15584"|""
"DB15585"|""
"DB15586"|""
"DB15587"|""
"DB15588"|""
"DB15589"|""
"DB15590"|""
"DB15591"|""
"DB15592"|""
"DB15593"|""
"DB15594"|""
"DB15595"|""
"DB15596"|""
"DB15597"|""
"DB15598"|"Take on an empty stomach."
"DB15599"|""
"DB15601"|""
"DB15602"|""
"DB15603"|""
"DB15604"|""
"DB15605"|""
"DB15606"|""
"DB15607"|""
"DB15608"|""
"DB15609"|""
"DB15610"|""
"DB15611"|""
"DB15612"|""
"DB15613"|""
"DB15614"|""
"DB15615"|""
"DB15616"|""
"DB15617"|""
"DB15618"|""
"DB15619"|""
"DB15620"|""
"DB15621"|""
"DB15622"|"Take with or without food."
"DB15623"|""
"DB15624"|""
"DB15626"|""
"DB15627"|""
"DB15628"|""
"DB15629"|""
"DB15630"|""
"DB15631"|""
"DB15632"|""
"DB15633"|""
"DB15634"|""
"DB15635"|""
"DB15636"|""
"DB15637"|""
"DB15638"|""
"DB15639"|""
"DB15640"|""
"DB15641"|""
"DB15642"|""
"DB15643"|""
"DB15644"|""
"DB15645"|""
"DB15646"|""
"DB15647"|""
"DB15648"|""
"DB15649"|""
"DB15650"|""
"DB15651"|""
"DB15652"|""
"DB15653"|""
"DB15654"|""
"DB15655"|""
"DB15656"|""
"DB15657"|""
"DB15658"|""
"DB15659"|""
"DB15660"|""
"DB15661"|"Take with or without food. A high fat meal reduces the maximum concentration of the active metabolite by 35% and does not significantly affect the area under the curve."
"DB15662"|""
"DB15663"|""
"DB15664"|""
"DB15665"|""
"DB15666"|""
"DB15667"|""
"DB15668"|""
"DB15669"|""
"DB15670"|""
"DB15671"|""
"DB15672"|""
"DB15673"|"Take with or without food. Oral lenacapavir should be taken orally with or without food, as food has negligible effects on drug absorption."
"DB15674"|""
"DB15675"|""
"DB15676"|""
"DB15677"|""
"DB15678"|""
"DB15679"|""
"DB15680"|""
"DB15681"|""
"DB15682"|""
"DB15683"|""
"DB15684"|""
"DB15685"|"Take with or without food. Patients on proton pump inhibitors should take selpercatinib with food."
"DB15686"|""
"DB15687"|""
"DB15688"|""
"DB15689"|""
"DB15690"|""
"DB15691"|""
"DB15692"|""
"DB15693"|""
"DB15694"|"Take on an empty stomach. Avoid consuming food for both two hours before and after each dose."
"DB15695"|""
"DB15696"|""
"DB15697"|""
"DB15698"|""
"DB15699"|""
"DB15700"|""
"DB15701"|""
"DB15702"|""
"DB15703"|""
"DB15704"|""
"DB15705"|""
"DB15706"|""
"DB15707"|""
"DB15708"|""
"DB15709"|""
"DB15710"|""
"DB15711"|""
"DB15712"|""
"DB15713"|""
"DB15714"|""
"DB15715"|""
"DB15716"|""
"DB15717"|""
"DB15718"|""
"DB15719"|""
"DB15720"|""
"DB15721"|""
"DB15722"|""
"DB15723"|""
"DB15724"|""
"DB15725"|""
"DB15726"|""
"DB15727"|""
"DB15728"|""
"DB15729"|""
"DB15730"|""
"DB15731"|""
"DB15732"|""
"DB15733"|""
"DB15734"|""
"DB15735"|""
"DB15736"|""
"DB15737"|""
"DB15738"|""
"DB15739"|""
"DB15740"|""
"DB15741"|""
"DB15742"|""
"DB15743"|""
"DB15744"|""
"DB15745"|""
"DB15746"|""
"DB15747"|""
"DB15748"|""
"DB15749"|""
"DB15750"|""
"DB15751"|""
"DB15752"|""
"DB15753"|""
"DB15756"|""
"DB15757"|""
"DB15758"|""
"DB15759"|""
"DB15760"|""
"DB15761"|""
"DB15762"|""
"DB15763"|""
"DB15764"|""
"DB15765"|""
"DB15766"|""
"DB15767"|""
"DB15768"|""
"DB15769"|""
"DB15770"|""
"DB15771"|""
"DB15772"|""
"DB15773"|""
"DB15774"|""
"DB15775"|""
"DB15776"|""
"DB15777"|""
"DB15778"|""
"DB15779"|""
"DB15780"|""
"DB15781"|""
"DB15782"|""
"DB15783"|""
"DB15784"|""
"DB15785"|""
"DB15786"|""
"DB15787"|""
"DB15788"|""
"DB15789"|""
"DB15790"|""
"DB15791"|""
"DB15793"|""
"DB15794"|""
"DB15795"|""
"DB15796"|""
"DB15797"|""
"DB15798"|""
"DB15799"|""
"DB15800"|""
"DB15801"|""
"DB15802"|""
"DB15803"|""
"DB15804"|""
"DB15805"|""
"DB15806"|""
"DB15807"|""
"DB15808"|""
"DB15809"|""
"DB15810"|""
"DB15811"|""
"DB15812"|""
"DB15813"|""
"DB15814"|""
"DB15815"|""
"DB15816"|""
"DB15817"|""
"DB15818"|""
"DB15819"|""
"DB15820"|""
"DB15821"|""
"DB15822"|"Take on an empty stomach. Food affects the absorption of pralsetinib. Patients should take pralsetinib either at least one hour before or at least two hours after a meal."
"DB15823"|""
"DB15824"|""
"DB15825"|""
"DB15826"|""
"DB15827"|""
"DB15830"|""
"DB15831"|""
"DB15832"|""
"DB15833"|""
"DB15834"|""
"DB15835"|""
"DB15836"|""
"DB15838"|""
"DB15839"|""
"DB15840"|""
"DB15841"|""
"DB15842"|""
"DB15843"|""
"DB15844"|""
"DB15845"|""
"DB15846"|""
"DB15847"|""
"DB15848"|""
"DB15849"|""
"DB15850"|""
"DB15851"|""
"DB15852"|""
"DB15853"|""
"DB15854"|""
"DB15855"|""
"DB15856"|""
"DB15857"|""
"DB15858"|""
"DB15859"|""
"DB15860"|""
"DB15861"|""
"DB15862"|""
"DB15863"|""
"DB15864"|""
"DB15865"|""
"DB15866"|""
"DB15867"|""
"DB15868"|""
"DB15869"|""
"DB15870"|""
"DB15871"|""
"DB15872"|""
"DB15873"|"Take with fluids. Patients should remain well hydrated before and after imaging with copper Cu 64 dotatate to limit radiation exposure."
"DB15874"|""
"DB15875"|""
"DB15876"|""
"DB15877"|""
"DB15878"|""
"DB15879"|""
"DB15880"|""
"DB15881"|""
"DB15882"|""
"DB15883"|""
"DB15884"|""
"DB15885"|""
"DB15886"|""
"DB15887"|""
"DB15888"|""
"DB15889"|""
"DB15890"|""
"DB15891"|""
"DB15892"|""
"DB15893"|""
"DB15894"|""
"DB15895"|""
"DB15897"|""
"DB15898"|""
"DB15899"|""
"DB15900"|""
"DB15901"|""
"DB15902"|""
"DB15903"|""
"DB15904"|""
"DB15905"|""
"DB15906"|""
"DB15907"|""
"DB15908"|""
"DB15909"|""
"DB15910"|""
"DB15911"|""
"DB15912"|""
"DB15914"|""
"DB15915"|""
"DB15916"|""
"DB15917"|""
"DB15918"|""
"DB15919"|""
"DB15920"|""
"DB15921"|""
"DB15922"|""
"DB15923"|""
"DB15924"|""
"DB15925"|""
"DB15926"|""
"DB15927"|""
"DB15928"|""
"DB15929"|""
"DB15930"|""
"DB15931"|""
"DB15932"|""
"DB15933"|""
"DB15934"|""
"DB15935"|""
"DB15936"|""
"DB15937"|""
"DB15938"|""
"DB15939"|""
"DB15940"|""
"DB15941"|""
"DB15942"|""
"DB15943"|""
"DB15944"|""
"DB15945"|""
"DB15946"|""
"DB15947"|""
"DB15948"|""
"DB15949"|""
"DB15950"|""
"DB15951"|""
"DB15952"|""
"DB15953"|""
"DB15954"|""
"DB15955"|""
"DB15956"|""
"DB15957"|""
"DB15958"|""
"DB15959"|""
"DB15960"|""
"DB15961"|""
"DB15962"|""
"DB15963"|""
"DB15964"|""
"DB15965"|""
"DB15966"|""
"DB15967"|""
"DB15968"|""
"DB15969"|""
"DB15970"|""
"DB15971"|""
"DB15972"|""
"DB15973"|""
"DB15974"|""
"DB15975"|""
"DB15976"|""
"DB15977"|""
"DB15978"|""
"DB15979"|""
"DB15980"|""
"DB15981"|""
"DB15982"|"Take with food. This is instructed by the prescribing information of berotralstat. A high-fat meal had no significant effects on the Cmax and AUC of berotralstat, but the Tmax was delayed by 3 hours."
"DB15983"|""
"DB15984"|""
"DB15985"|""
"DB15986"|""
"DB15987"|""
"DB15988"|""
"DB15989"|""
"DB15990"|""
"DB15991"|""
"DB15992"|""
"DB15993"|""
"DB15994"|""
"DB15995"|""
"DB15996"|""
"DB15997"|""
"DB15998"|""
"DB15999"|""
"DB16000"|""
"DB16001"|""
"DB16002"|""
"DB16003"|""
"DB16004"|""
"DB16005"|""
"DB16006"|""
"DB16007"|""
"DB16008"|""
"DB16009"|""
"DB16010"|""
"DB16011"|""
"DB16012"|""
"DB16013"|""
"DB16014"|""
"DB16015"|""
"DB16016"|""
"DB16017"|""
"DB16018"|""
"DB16019"|""
"DB16020"|""
"DB16021"|""
"DB16022"|""
"DB16023"|""
"DB16024"|""
"DB16025"|""
"DB16026"|""
"DB16027"|""
"DB16028"|""
"DB16029"|""
"DB16030"|""
"DB16031"|""
"DB16032"|""
"DB16033"|""
"DB16034"|""
"DB16035"|""
"DB16036"|""
"DB16037"|""
"DB16038"|""
"DB16039"|""
"DB16040"|""
"DB16041"|""
"DB16042"|""
"DB16043"|""
"DB16044"|""
"DB16045"|""
"DB16046"|""
"DB16047"|""
"DB16048"|""
"DB16049"|""
"DB16050"|""
"DB16051"|""
"DB16052"|""
"DB16053"|""
"DB16054"|""
"DB16055"|""
"DB16056"|""
"DB16057"|""
"DB16058"|""
"DB16059"|""
"DB16060"|""
"DB16061"|""
"DB16062"|""
"DB16063"|""
"DB16064"|""
"DB16065"|""
"DB16066"|""
"DB16067"|""
"DB16068"|""
"DB16069"|""
"DB16070"|""
"DB16071"|""
"DB16072"|""
"DB16073"|""
"DB16074"|""
"DB16075"|""
"DB16076"|""
"DB16077"|""
"DB16078"|""
"DB16079"|""
"DB16080"|""
"DB16081"|""
"DB16082"|""
"DB16083"|""
"DB16084"|""
"DB16085"|""
"DB16086"|""
"DB16087"|""
"DB16088"|""
"DB16089"|""
"DB16090"|""
"DB16091"|""
"DB16092"|""
"DB16093"|""
"DB16094"|""
"DB16095"|""
"DB16096"|""
"DB16097"|""
"DB16098"|"Take with or without food. Co-administration with food does not affect the pharmacokinetics of atogepant to a clinically significant extent."
"DB16099"|""
"DB16100"|""
"DB16101"|""
"DB16102"|""
"DB16103"|""
"DB16104"|""
"DB16105"|""
"DB16106"|""
"DB16107"|""
"DB16108"|""
"DB16109"|""
"DB16110"|""
"DB16111"|""
"DB16112"|""
"DB16113"|""
"DB16114"|""
"DB16115"|""
"DB16116"|""
"DB16117"|""
"DB16118"|""
"DB16119"|""
"DB16120"|""
"DB16121"|""
"DB16122"|""
"DB16123"|""
"DB16124"|""
"DB16125"|""
"DB16126"|""
"DB16127"|""
"DB16128"|""
"DB16129"|""
"DB16130"|""
"DB16131"|""
"DB16132"|""
"DB16133"|""
"DB16134"|""
"DB16135"|""
"DB16136"|""
"DB16137"|""
"DB16138"|""
"DB16139"|""
"DB16140"|""
"DB16141"|""
"DB16142"|""
"DB16143"|""
"DB16144"|""
"DB16145"|""
"DB16146"|""
"DB16147"|""
"DB16148"|""
"DB16149"|""
"DB16150"|""
"DB16151"|""
"DB16152"|""
"DB16153"|""
"DB16154"|""
"DB16155"|""
"DB16156"|""
"DB16157"|""
"DB16158"|""
"DB16159"|""
"DB16160"|""
"DB16161"|""
"DB16162"|""
"DB16163"|""
"DB16164"|""
"DB16165"|"Avoid grapefruit products. Grapefruit products may increase exposure to finerenone, increasing the risk and severity of adverse effects. Take with or without food. Food does not have a clinically significant effect on area under the curve."
"DB16166"|""
"DB16167"|""
"DB16168"|""
"DB16169"|""
"DB16170"|""
"DB16171"|""
"DB16172"|""
"DB16173"|""
"DB16174"|""
"DB16175"|""
"DB16176"|""
"DB16177"|""
"DB16178"|""
"DB16179"|""
"DB16180"|""
"DB16181"|""
"DB16182"|""
"DB16183"|""
"DB16184"|""
"DB16185"|""
"DB16186"|""
"DB16187"|""
"DB16188"|""
"DB16189"|""
"DB16190"|""
"DB16191"|""
"DB16192"|""
"DB16193"|""
"DB16194"|""
"DB16195"|""
"DB16196"|""
